[INFO ][memory ] Running with 32 bit heap and compressed references.
[INFO ][memory ] GC mode: Static, strategy: Generational Parallel Mark & Sweep
[INFO ][memory ] heap size: 65540K, maximal heap size: 2097152K, nursery size: 32770K
[INFO ][memory ] <s>-<end>: GC <before>K-><after>K (<heap>K), <pause> ms
[INFO ][memory ] <s/start> - start time of collection (seconds since jvm start)
[INFO ][memory ] <end>     - end time of collection (seconds since jvm start)
[INFO ][memory ] <before>  - memory used by objects before collection (KB)
[INFO ][memory ] <after>   - memory used by objects after collection (KB)
[INFO ][memory ] <heap>    - size of heap after collection (KB)
[INFO ][memory ] <pause>   - total sum of pauses during collection (milliseconds)
[INFO ][memory ]             run with -Xverbose:gcpause to see individual pauses
[INFO ][memory ] 1.527: parallel nursery GC 172369K->172397K (221792K), 0.677 ms
[INFO ][memory ] 1.528: parallel nursery GC 172433K->172525K (221792K), 0.647 ms
[INFO ][memory ] 1.529: parallel nursery GC 172561K->172589K (221792K), 0.799 ms
[INFO ][memory ] 1.530: parallel nursery GC 172625K->172653K (221792K), 1.276 ms
[INFO ][memory ] 1.531: parallel nursery GC 172689K->172717K (221792K), 1.073 ms
[INFO ][memory ] 1.532: parallel nursery GC 172753K->172781K (221792K), 0.690 ms
[INFO ][memory ] 1.533: parallel nursery GC 172817K->172845K (221792K), 0.691 ms
[INFO ][memory ] 1.534: parallel nursery GC 172881K->172909K (221792K), 0.676 ms
[INFO ][memory ] 1.535: parallel nursery GC 172945K->172973K (221792K), 0.685 ms
[INFO ][memory ] 1.535: parallel nursery GC 173009K->173037K (221792K), 0.685 ms
[INFO ][memory ] 1.536: parallel nursery GC 173073K->173101K (221792K), 0.686 ms
[INFO ][memory ] 1.537: parallel nursery GC 173137K->173165K (221792K), 1.041 ms
[INFO ][memory ] 1.538: parallel nursery GC 173201K->173229K (221792K), 0.738 ms
[INFO ][memory ] 1.539: parallel nursery GC 173265K->173293K (221792K), 0.674 ms
[INFO ][memory ] 1.540: parallel nursery GC 173329K->173357K (221792K), 0.677 ms
[INFO ][memory ] 1.540: parallel nursery GC 173393K->173421K (221792K), 0.681 ms
[INFO ][memory ] 1.541: parallel nursery GC 173457K->173485K (221792K), 0.682 ms
[INFO ][memory ] 1.542: parallel nursery GC 173521K->173549K (221792K), 0.681 ms
[INFO ][memory ] 1.543: parallel nursery GC 173585K->173613K (221792K), 0.689 ms
[INFO ][memory ] 1.543: parallel nursery GC 173649K->173677K (221792K), 0.677 ms
[INFO ][memory ] 1.544: parallel nursery GC 173713K->173741K (221792K), 0.687 ms
[INFO ][memory ] 1.545: parallel nursery GC 173777K->173805K (221792K), 0.759 ms
[INFO ][memory ] 1.546: parallel nursery GC 173841K->173869K (221792K), 0.685 ms
[INFO ][memory ] 1.547: parallel nursery GC 173905K->173933K (221792K), 0.679 ms
[INFO ][memory ] 1.547: parallel nursery GC 173969K->173997K (221792K), 0.684 ms
